name,description,logo,product_types,sectors,city,website,hashtags,total_funding
YOUR BO,"Nous voulons répondre aux besoins d’externalisation des TPE et PME françaises. Parce qu’internaliser tous les besoins d’une entreprise est complexe ou rédhibitoire en termes de coûts, nous avons voulu répondre aux besoins de ces entreprises.

YOURBO, c’est aujourd’hui une équipe de 80 personnes opérant depuis l’Ile Maurice des missions transverses pour les sociétés françaises.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b661ba8b-82b4-49b6-ac60-d327a197093e,"['B2B', 'Saas', '', '', '', '', '']","['B2B', 'Saas', '', '', '', '', '']",,https://www.yourbo.fr/,[],
Ambassadorslab,"Plateforme de Customer Advocacy
Communauté de clients ambassadeurs. Vos clients créent leur profil, échangent avec leurs réseaux et incitent leur entourage à l'achat",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2ab91d0f-6df6-4c3b-bbd1-42174cd67b78,"['B2B', 'Île-De-France', '', '', '', '', '', '']","['B2B', 'Île-De-France', '', '', '', '', '', '']",,https://www.ambassadorslab.com/,[],
E-Motion Vr,Créateur d’expériences immersives calibrées au service de vos stratégies de communication ou de marketing.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/fc524d6a-6819-4311-94a7-20a49125382b,"['Sports', 'B2B', '', '', '']","['Sports', 'B2B', '', '', '']",,http://e-motionvr.fr/,[],
wiiCare,wiiCare Le système le plus sûr pour le maintien à domicile des personnes dépendantes,https://upload.prd.hbd.cloud.bpifrance.fr/d1b06739-eb43-4d30-b481-819a11c93eb9,"['Physique / Hardware', 'Santé', 'Conception / R&D', 'Computer Vision', 'Deeptech', 'Health Tech / Medtech', 'IA / Big Data', 'IoT / Electronique', 'Smart Industry', 'Technologie 3D', '', '']","['Physique / Hardware', 'Santé', 'Conception / R&D', 'Computer Vision', 'Deeptech', 'Health Tech / Medtech', 'IA / Big Data', 'IoT / Electronique', 'Smart Industry', 'Technologie 3D', '', '']",,http://www.wiicare.fr/,[],
SODISTRA,Fabrication de gaines de distribution.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/20d234eb-fbc3-40e1-b8d6-1f9ae8871b9a,"['Pays De La Loire', 'Mayenne', 'Chateau-Gontier']","['Pays De La Loire', 'Mayenne', 'Chateau-Gontier']",Chateau-Gontier,https://www.sodistra.fr/,[],
Kimya,"Une solution pour les industriels qui souhaitent intégrer la fabrication additive dans leur process de production de produits finis, pour la fabrication d’outillage ou bien pour le prototypage rapide… Kimya vous accompagne dans vos projets de R&D autour des matériaux pour la fabrication additive.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/57b97dfa-1e32-40ee-90fd-fc0f931d3a6a,"['Physique / Hardware', 'Conception / R&D', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Physique / Hardware', 'Conception / R&D', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,,[],
Multiwave Imaging,"Développement d'appareils d'IRM en métamatériaux pour améliorer le confort du patient, la qualité de l'image et le débit des patients",https://upload.prd.hbd.cloud.bpifrance.fr/a8847584-a3d2-4405-baa1-183378d4fb00,"['Physique / Hardware', 'Santé', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '']",,https://multiwaveimaging.com/,[],
Boundless Digital,"Boundless Digital a pour ambition de mettre l'IT au centre de la transformation digitale. Nous avons ainsi développé une plateforme SaaS regroupant une suite d'applications qui apportent aux DSI les outils nécessaires pour devenir des directions ds services et d'innovation. Nous proposons 3 applications: Boundless Wifi, Boundless Analytics & Boundless Automation.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/fd941745-935c-4490-a6cf-01c6323f7b52,"['Software', 'Transport / Logistique', '', '', '', '', '', '']","['Software', 'Transport / Logistique', '', '', '', '', '', '']",,,[],
DIGITAGE,"Digitage est expert en numérisation et traitement des données 3D.

Nous avons acquis notre expertise grâce à nos travaux pour le patrimoine culturel. Nos clients bénéficient des dernières innovations dans le domaine du scan 3D.

Basés à Paris, nous opérons aussi bien en France qu’à l’international.
Chaque besoin est étudié en détail pour vous proposer une solution adaptée.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/1c8d2ceb-c2ae-4d62-9645-8a59332f6cd2,"['Île-De-France', '', '']","['Île-De-France', '', '']",,https://www.digitage.fr/,[],
MHCOMM,"Ayant développé au fil des ans, et surtout à l'écoute de ses clients, une plateforme numérique complète, MHComm propose aujourd'hui une gamme métier Santé couvrant les principaux parcours de soins.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b759e836-72dc-45a6-bc80-737bee29b79e,"['Occitanie', 'Haute-Garonne', 'Toulouse']","['Occitanie', 'Haute-Garonne', 'Toulouse']",Toulouse,https://www.mhcomm.fr/,[],
POLITIZR,"POLITIZR est un réseau social citoyen gratuit d'échanges entre les citoyens, élus et collectivités sur des sujets de politique locale ou nationale.

POLITIZR propose des services complémentaires de consultation publique à destination des collectivités, associations ou candidats aux élections.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/782dc00d-c757-4ae1-b709-5deac6cbf034,"['Transport / Logistique', '', '', '', '', '', '', '']","['Transport / Logistique', '', '', '', '', '', '', '']",,https://www.politizr.com/,[],
SILKKE,Le Web devient 3D ! chacun y retrouverait-il ses expressions et habitudes de la vie courante ? silkke réunit les talents du Web et du marketing.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c3fd69d2-b3b5-4300-bfee-46f6274d8b41,"['Pays De La Loire', 'Loire-Atlantique', 'Nantes']","['Pays De La Loire', 'Loire-Atlantique', 'Nantes']",Nantes,http://silkke.com/,[],
URBIK,solutions innovantes connectées d'accueil et d'information,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6a993b9e-fa73-4b8d-8de3-36fc03a0b212,"['Hauts-De-France', 'Nord', 'Lille']","['Hauts-De-France', 'Nord', 'Lille']",Lille,https://www.urbik.fr/,[],
REALITIM,"Solutions Métiers en réalité virtuelle : Matériel, logiciel & services.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/a5d3b997-8e0e-46a0-bc4a-a49926f3ea14,"['Loisirs', 'IT / Digital', 'Marketing / Communication', 'Ressources Humaines', 'Digital Workplace', 'Martech /Adtech /Salestech', 'Réalité Virtuelle / Augmentée', 'B2B', '', '', '']","['Loisirs', 'IT / Digital', 'Marketing / Communication', 'Ressources Humaines', 'Digital Workplace', 'Martech /Adtech /Salestech', 'Réalité Virtuelle / Augmentée', 'B2B', '', '', '']",,,[],
Ubiwan,"Rentablisez vos intestissements matériels avec Ubiwan. Ubiwan, ce sont des solutions personnalisées de géolocalisation permettant l’optimisation de la gestion de flotte automobile & de parc matériel. Nous développons des logiciels adaptés à tout type d'activité : construction, logistique, industrie, supply chain, services, PME, etc.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/1add49c8-f08e-4861-b618-75f151ff6d3d,"['Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Production / Maintenance', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Transport / Logistique', 'Finance / Administration', 'Logistique / Opérations', 'Production / Maintenance', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,,[],
BTPAdvisor,"Plateforme collaborative des entreprises du BTP : sourcez, gérez, commentez et notez vos sous-traitants. Partagez toutes vos informations avec les autres membres de votre entreprise.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0ed3af03-62d8-4b84-b537-c2ceacbdb6e3,"['B2B', 'Freemium / Premium', 'Saas', 'Auvergne-Rhône-Alpes', '', '', '']","['B2B', 'Freemium / Premium', 'Saas', 'Auvergne-Rhône-Alpes', '', '', '']",,https://www.btpadvisor.com/,[],
UShareSoft,Livraison d'applications pour le cloud hybride,https://upload.prd.hbd.cloud.bpifrance.fr/5d934aaa-57b2-4237-a4ef-54ca3b2c89bf,"['B2B', 'Auvergne-Rhône-Alpes', 'Isère', 'Grenoble']","['B2B', 'Auvergne-Rhône-Alpes', 'Isère', 'Grenoble']",Grenoble,http://usharesoft.com/,[],
AMEDSU,"Fabriqué par des professionnels pour des professionnels, iRejuvenation signale efficacement les procédures de rajeunissement du visage. Un outil de comparaison innovant permet d'analyser l'évolution des caractéristiques faciales des patients tout au long du processus de rajeunissement. Le cryptage des données et un outil de traçabilité assurent une sécurité optimale pour les praticiens et les patients.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/e0a01e96-b416-4a14-8533-bfb17f219e92,"['Juridique', 'Legaltech', '', '', '', '']","['Juridique', 'Legaltech', '', '', '', '']",,https://www.irejuvenation.com/,[],
TAIL.AI,Créer un chatbot de découverte produit n'a jamais été aussi simple !,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/118906c2-6c17-4b4b-bc79-7c571c2caf58,"['Retail / E-Commerce', 'Marketing / Communication', 'Vente / Service Client', 'E-Commerce', 'MarketPlace', 'Martech /Adtech /Salestech', 'B2B', 'B2B2C', '', '', '', '', '']","['Retail / E-Commerce', 'Marketing / Communication', 'Vente / Service Client', 'E-Commerce', 'MarketPlace', 'Martech /Adtech /Salestech', 'B2B', 'B2B2C', '', '', '', '', '']",,,[],
DRONE INDOOR,"Drone Indoor propose des initiations au pilotage de drones ainsi que des courses lors d'animations / team building d'entreprises.
Nous sommes basés sur Paris mais nous pouvons nous déplacer dans toute la France.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/f942cee9-b94c-4961-ade4-98bc7c36e4aa,"['B2B', 'C2C', 'Pays De La Loire', '', '']","['B2B', 'C2C', 'Pays De La Loire', '', '']",,https://droneindoor.fr/,[],
BACK OFFICE SERVICES,Simplifiez la gestion de votre tiers-payant.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/daeb38da-9d19-417f-a32a-589ff0662255,"['Auvergne-Rhône-Alpes', 'Rhône', 'Villeurbanne']","['Auvergne-Rhône-Alpes', 'Rhône', 'Villeurbanne']",Villeurbanne,https://www.lagestiondutierspayant.fr/,[],
BIODEVAS LABORATOIRES,reconnu comme un leader technologique dans la régulation enzymatique nutritionnelle du stress oxydatif des êtres vivants par voies endogènes visant à stimuler l’anabiose.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6ccbe1a7-9c6e-45f2-b539-bd0094202411,[],[],,https://www.biodevas.fr/,[],
CIP SYSTEMS,CIP sysTems révolutionne le nettoyage et la décontamination et propose aux industriels des solutions fiables qui intègrent les toutes dernières technologies ultrasons.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/5cf4745c-7348-4745-bd69-c1bd1eab03fd,"['Energie / Utilities', 'B2B', '', '', '']","['Energie / Utilities', 'B2B', '', '', '']",,https://www.cip-systems.fr/fr/cip-systems/,[],
ABBIRA,CONSPECTUS par Abbira - Case Knowledge Management,https://upload.prd.hbd.cloud.bpifrance.fr/70fdccf1-8baa-4f88-bb9a-806a81ce49f9,"['Juridique', 'Legaltech', 'B2B', 'Île-De-France', '', '']","['Juridique', 'Legaltech', 'B2B', 'Île-De-France', '', '']",,http://abbira.com/,[],
Blue - Le Grand Ménage !,"Une solution pratique, écologique et économique pour enfin faire le grand ménage de son intérieur et de ses placards grâce à une innovation technologique.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/02068eb5-440f-4306-9fbd-a41b1f1d773d,"['Energie / Utilities', '', '', '']","['Energie / Utilities', '', '', '']",,http://wecleen.net/,[],
HUMAN CODERS,Centre de formation recommandé par les développeurs. Nous proposons une sélection de formations pour le développement web et mobile,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4d401db9-1917-4998-a1de-ae656b414268,"['Education / Formation', 'Ressources Humaines', '', '', '', '', '', '']","['Education / Formation', 'Ressources Humaines', '', '', '', '', '', '']",,,[],
SKAPING,Skaping conçoit et fabrique des webcams nouvelle génération. Des outils qui valorisent les paysages et en font la promotion touristique.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/844a291b-3221-4f40-8d30-0b97cca7c0d6,"['Retail / E-Commerce', 'Marketing / Communication', '', '', '', '', '', '', '', '']","['Retail / E-Commerce', 'Marketing / Communication', '', '', '', '', '', '', '', '']",,https://www.skaping.com/about/,[],
Olimpe Technologies (SAS Windwest),"Olimpe Technology développe et commercialise une technologie innovante d’électrolyse en ligne de l’eau qui trouve des applications dans la désinfection écologique. Elle fabrique ainsi une gamme d’équipements destinés non seulement à désinfecter l’eau, mais aussi à lui conférer des propriétés désinfectantes naturelles. Ses équipements sont utilisés dans de nombreux secteurs d’activités : agriculture, collectivités, distribution et commerce, industrie, santé…",https://upload.prd.hbd.cloud.bpifrance.fr/1a255ff6-5387-4acc-8a86-3e231983171b,"['', '', '', '', '', '']","['', '', '', '', '', '']",,https://olimpe-technology.com/,[],
QST LAB,Développement d'un nouveau stimulateur thermique pour les tests sensoriels quantitatifs,https://upload.prd.hbd.cloud.bpifrance.fr/a6233101-be16-441b-99d7-787c8ad369b7,"['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'B2B', '', '', '']","['Physique / Hardware', 'Santé', 'Health Tech / Medtech', 'B2B', '', '', '']",,https://www.qst-lab.eu/,[],
MIFCARE,Société de biotechnologie privée développant des thérapies anti-inflammatoires révolutionnaires avec un accent principal sur l'hypertension artérielle pulmonaire (HTAP),https://upload.prd.hbd.cloud.bpifrance.fr/093a7e6f-24aa-4c8e-ba62-4c3c335061b2,"['Physique / Hardware', 'Santé', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '']",,http://www.mifcare.com/,[],
ATEMPO.WOOXO Group,"Membre d’Hexatrust et de Cybermalveillance.gouv.fr, Atempo.Wooxo fait partie du programme Alumni FrenchTech 120. Fervent défenseur de la souveraineté numérique européenne, le groupe s’engage auprès des dispositifs tels que ECA, Club IT 50+. Nos solutions, développées et supportées en France sont labellisées « Utilisé par les Armées Françaises », « France Cybersecurity » et permettent de sauvegarder, archiver, déplacer et restaurer les données critiques de milliers d’entreprises dans le monde.",https://upload.prd.hbd.cloud.bpifrance.fr/e415b856-abc9-4116-b3db-fa78e01dd10a.png,"['', '', '', '']","['', '', '', '']",,,[],
LIVENAT LABORATOIRE D'INNOVATION ET DE VALORISATION D'ELEMENTS NATURELS,Spécialisé dans les nanotechnologies appliquées et garder une approche durable pour développer ses cosmétiques,https://upload.prd.hbd.cloud.bpifrance.fr/db040df8-3c5a-427e-9fcf-7f2eef0a9879,"['Physique / Hardware', 'Santé', '', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '', '']",,https://www.livenat.fr/,[],
Itineroo,"Propose une solution exclusive de covoiturage événementiel B2B et marque blanche pour les organisations ouvertes au public : stades, arènes sportives, arénas, salles de concert, clubs, festivals, etc.",https://upload.prd.hbd.cloud.bpifrance.fr/6073391b-a834-43e6-8d7d-6f7c92ef2e5f,"['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '']",,http://itineroo.fr/,[],
GLAZE,"Spécialisé dans la protection de tous types de surfaces peintes, carrosseries, gelcoats, plastiques, textiles et cuirs utilisés dans de nombreux domaines tels que l'automobile, l'aviation, la marine et les loisirs",https://upload.prd.hbd.cloud.bpifrance.fr/dbad2a01-42db-4659-abd9-52330e6a7bc5,"['Marketing / Communication', 'Martech /Adtech /Salestech', '', '', '', '']","['Marketing / Communication', 'Martech /Adtech /Salestech', '', '', '', '']",,http://www.aglaze.fr/,[],
BS SMART MEDIA,Spécialisé dans la création de contenu web et mobile,https://upload.prd.hbd.cloud.bpifrance.fr/0cb4977d-6c78-4e2c-9b9d-0787c68c6d6f,"['B2B', ""Provence-Alpes-Côte D'Azur"", 'Bouches-Du-Rhône', 'Aix-En-Provence']","['B2B', ""Provence-Alpes-Côte D'Azur"", 'Bouches-Du-Rhône', 'Aix-En-Provence']",Aix-En-Provence,http://www.bs-smartmedia.com/,[],
CARPACCIO.cloud,"CARPACCIO.cloud est un fournisseur de services complets en pathologie numérique, appliqué au diagnostic, au développement de médicaments et à la recherche, offrant une analyse d'images quantitative, activée par l'IA, avec une qualité et une vitesse inégalées, pour la majorité des procédures de coloration. Pensez CARPACCIO !",https://upload.prd.hbd.cloud.bpifrance.fr/803058c9-bdfb-4f67-a521-eef5fea57c55,"['Software', 'Santé', '', '', '', '', '', '', '']","['Software', 'Santé', '', '', '', '', '', '', '']",,http://www.carpaccio.cloud/,[],
