nom,description,logo,Date dernier financement,Série,LinkedIn,Type d'organisme,SIREN,Activité principale,market,valeur_entreprise,mots_cles_def,Effectif_def,site_web_def,adresse_def,date_creation_def,Nom,Prenom,Poste,Montant_def
pytheas capital - treso2,Electronic invoices - payment and funding,https://storage.googleapis.com/dealroom-images-production/5c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy9jODY1OTc1NDI4MWJkNjUzMjc4NjFkYmI0ODM5YjQwZQ==.png,,,,,Non disponible,,B2B,€20—30m,"commission, fintech, saas, subscription",20 à 49 salariés,,"Paris, France",,,,,5000000.0
pôle action média,,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/ad841eb4-4d82-4726-8593-f834bdab27d31,,,,,Non disponible,,,,,,https://vivatechnology.com/partners/@ClusterPAM,,,,,,
q3 advocacy,,https://storage.googleapis.com/dealroom-images-production/4a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMy9hMTAwMTg4NWY3NDkzOTU3ZjRmNmViMzQwMzc5YjYwOQ==.png,,,,,Non disponible,,B2B,,"enterprise software, marketing, saas, subscription",20 à 49 salariés,,"Marseille, France",,,,,
qairnel / dr memo,"We have deployed the first digital memory clinic: docteurmemo.fr, creating a reservoir of patients eligible for clinical trials. Our proprietary AI algorithms screen the multiple sources of data to identify the right patients for the right drug in the right trial. Our solution enables better and faster recruitment for pharmaceutilcal and medical device companies.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1e0b9a22-a1da-433d-9e62-752d33b914851,,,,,Non disponible,,,,"santénumérique, ia, essaiscliniques, pharmaceutique, artificial intelligence, healthcare & wellness, deeptech",,https://vivatechnology.com/partners/docteurmemo.fr,BOURG-LA-REINE,,,,,
qairos energies,"Digital solutions for restaurants, cafes and event providers",https://storage.googleapis.com/dealroom-images-production/7b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS84MGQyMjFhZTZlY2QxMGFiYWE2YmMyNDRmY2E5MDg0Yw==.png,,,,,Non disponible,,B2B,€84—125m,"commission, food, in-store retail & restaurant tech, saas",3 à 5 salariés,,"Mareil-en-Champagne, France",,,,,20900000.0
qanswer by the qa company,"QAnswer is an all-in-one plateform that turns every collection of datasets, including websites, documents and knowledge graphs, into AI assistants formidable of efficiency and productivity win QAnswer offers a unique range of tools enabling unparalleled enterprise-wide search retrieval and broadcast services. Companies can effortlessly deploy zero-code AI agents and revolutionize how they engage with data and knowledge in no time Empowering businesses with robust data privacy and system governance has always been core to The QA Company’s mission in delivering QAnswer. In response to growing demands for enhanced data security, QAnswer combines proprietary LLM technology augmented with organizational data to ensure unparalleled privacy, governance and system protection. With options for on-premise deployment, QAnswer provides enterprises with the flexibility to maintain full control over their data, further strengthening their security protocols and internal regulations.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/26b43c18-7af2-47df-8e5f-9788793227d71,,,,,Non disponible,,,,"b2b services, artificial intelligence, cloud & infrastructure, ia, dataprivacy, enterprisesearch, zerocode",,https://qanswer.ai/,SAINT-ETIENNE,,,,,
qard finance,,https://storage.googleapis.com/dealroom-images-production/e0/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC83N2RhYTI5MTFhY2U1MzAyNGZhNWQwMDc4NmFjYzc4OA==.png,,,,,Non disponible,,,,"deep tech, fintech, marketplace & ecommerce",3 à 5 salariés,,"Paris, France",2018-01-01,,,,
qare.fr,"Qare is a unique on-demand, online-to-offline, virtual medical practice, offering all the benefits of the French medical system abroad",https://storage.googleapis.com/dealroom-images-production/0a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMS8xMi8yMy9hNjQ3NDdjNzg2NTY0Yzc3N2Y5ODZkMTM1MGQwNmE0ZQ==.png,,,,,Non disponible,,B2C,€80—120m,"health, health platform, mobile app, saas",50 à 99 salariés,,"Paris, France",,,,,28000000.0
qias technologie,"QIAS Technologie is a company under Algerian law approved by the national legal metrology office, located in Algiers, created in 2018 by Mr Miloudi Adel, founder and manager of the company with the commercial name Qias (inspired by the Arabic word قياس). Currently in its growth phase launching a calibration and maintenance service for weighing and measuring instruments using our innovative solution which is a smart application that supports all metrology service requests and needs and the digitalization of certification using new technologies such as AI and IOT throughout the national territory. And also in the manufacturing, design and modernization of measuring instruments. ISO 17020 accredited with ALGERAC and Currently in the process of ISO 17025 accreditation with ALGERAC (Internationally recognized state certification and accreditation body). Associated and partner with Algerian Start-up Fund (ASF) which is a public venture capital company.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d711e7b1-1d67-475c-87eb-82adc4e8d39c1,,,,,Non disponible,,,,"metrology, calibration, iot, ai, artificial intelligence, retail & e-commerce, industry, logistics & supply chain",,https://www.qiastechnology.com/,ALGIERS,,,,,
qijco,"La marketplace pour acheter, vendre et louer des outils, équipements et matériaux.",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_final_original.jpeg,,,,,Non disponible,,,,catégorie non disponible,,https://www.qijco.be/?utm_source=LesPepitesTech.com,"Bruxelles, Belgique",,,,,
qilin protocol,Decentralized volatility protocol that provides the ability to long volatility of any crypto asset,https://storage.googleapis.com/dealroom-images-production/0a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS81YWY4YjJhZjgxZGE5YjY5MDNhNDEwOWE0N2E1NTNhZA==.png,,,,,Non disponible,,B2B,€3—4m,"blockchain, crypto and defi, fintech, saas, subscription",3 à 5 salariés,,"Valbonne, France",,,,,727000.0
qista,Creating mosquito control terminals that are safe for humans and ecosystems,https://storage.googleapis.com/dealroom-images-production/ea/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC80ZTEzMTRjMzQzZjI0NDFjNWRmNTM1MjBmYTc0NGExZg==.png,,,,,Non disponible,,B2B,€4—6m,"b2c, health, home living, manufacturing, mobile app, selling own inventory",20 à 49 salariés,,"Sénas, France",2012-01-01,,,,1500000.0
qode limited,"Qode seeks to disrupt the Sports & Entertainment sector via seamless technologies that boost community engagement and well-being. Many businesses remain under-digitized, making awareness and booking cumbersome for customers. Our innovative suite of digital solutions addresses these issues efficiently: QPortal: A cloud-based management platform for operations like invoicing, scheduling, ticketing, and finance. Qube: A cloud-based website and mobile app builder to streamline booking and enhance brand presence. QApp: A social media app connecting users with adventures and activities at the tap of a button.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/0a783af9-d038-438e-be6c-b130233c0fe91,,,,,Non disponible,,,,"b2b services, retail & e-commerce, sportstech, entertainment, communityengagement, digitalsolutions, sports",,https://vivatechnology.com/partners/www.qodehq.com,ABU DHABI,,,,,
qoeur.,"Le bijou connecté, qui sauve des vies !",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/qoeur.fr_le_bracelet_contenant_votre_fiche_medicale_durgence_logo_simple-01.png,,,,,Non disponible,,,,bijoux,,http://qoeur.fr/?utm_source=LesPepitesTech.com,Reims,,,,,
qooxy,"Sarl Qooxy Services is a technology company that connects people with the best of their cities. We do this by empowering local businesses and generating new ways for people to earn their living, work, and live. We started by facilitating home delivery, but we see this as just the beginning of connecting people: easier evenings, happier days, bigger savings accounts, broader networks, and stronger communities. We believe your comfort is a priority that we specialize in, and ordering a meal or a product should also be quick and fun",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/475550ef-5722-4f5c-9feb-41a1fa5a9d7441,,,,,Non disponible,,,,"marketing & advertising, artificial intelligence, growth & investment, localcommerce, delivery, community, lifestyle",,https://vivatechnology.com/partners/www.qooxydz.con,SETIF,,,,,
qosi,,https://storage.googleapis.com/dealroom-images-production/d0/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8xMi8xMS9kMGNjN2EzNjA2NmE3ZDQzYjA3MTE3MTZhYzk1Njg1NQ==.png,,,,,Non disponible,,,,"big data, telecom",20 à 49 salariés,,"Paris, France",2016-01-01,,,,
qpmind,"QMind is a new kind of biotech company – the first biotech company to apply the combination of AI with Quantitative Systems Pharmacology (QSP), a sophisticated method of biological modeling, to drive the drug discovery process de novo with a platform approach for central nervous system (CNS) diseases. QPMind has a lead in Alzheimer's disease complemented by a small pipeline of other targets and diseases, among which chronic pain.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/67f4b48d-1dfa-4f78-8752-19639d88c2b81,,,,,Non disponible,,,,"artificial intelligence, healthcare & wellness, biotech, ia, pharmacologie, neurologie",,https://vivatechnology.com/partners/qpmind.com,UTRECHT,,,,,
qruise gmbh,"Qruise provides software to accelerate R&D of physics based technologies through accurate simulation and modelling tools that aid scientists in academic and industry labs. Our current focus is on Quantum Technologies such as Quantum Computing & Sensing where we help to improve and refine your quantum devices to extract maximum performance and augment future developments. QruiseOS is an automated bring-up framework that performs rapid, in-depth characterisation of quantum devices. QruiseML uses advanced machine learning techniques to generate a highly accurate, data-driven and predictive Digital Twin of a quantum device and its control electronics. Together, these tools help scientists and engineers accelerate their R&D process.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/9040c4fa-68af-43c3-96b5-d22c9641b1451,,,,,Non disponible,,,,"1. quantum
2. simulation
3. machinelearning
4. r&d, artificial intelligence, deeptech, growth & investment",,https://vivatechnology.com/partners/www.qruise.com,SAARBRÜCKEN,,,,,
quable pim,Cloud platform that optimises product information management and omnichannel commerce,https://storage.googleapis.com/dealroom-images-production/b9/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC84ZjNkMmU4NTE4OTRmMTQ1M2MzOGY0OGRkNDcyYzE2Yw==.png,,,,,Non disponible,,B2B,€24m,"ecommerce solutions, enterprise software, marketing, saas, subscription",20 à 49 salariés,,"Paris, France",,,,,2600000.0
quanthouse,"QuantHouse is a global provider of end-to-end systematic trading solutions, including ultra-low latency market data technologies,",https://storage.googleapis.com/dealroom-images-production/40/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yMS9mNDg4YTRhMDg5NzJmODMyOWM0YjhlOGFjZGI4N2FiMQ==.png,,,,,Non disponible,,B2B,€39m,"commission, fintech, wealth management",50 à 99 salariés,,"Paris, France",2005-01-01,,,,
quantic dream,The independent studio and publisher,https://storage.googleapis.com/dealroom-images-production/88/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xNy9hMWZmNzAwOGQ0MzVmNmZiYmI3NzY1OWM5ODQ5ZDk5ZA==.png,,,,,Non disponible,,B2C,€15—22m,"commission, media, publishing, saas",200 à 499 salariés,,"Paris, France",,,,,3600000.0
quantiq medical,The AI video-based health monitoring solution,https://storage.googleapis.com/dealroom-images-production/0b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS8xNmU5Y2UwYTA5OWRkMDBhZGVlODE1N2U1OTYyNzgzMA==.png,,,,,Non disponible,,B2B,€6—10m,"artificial intelligence, computer vision, deep tech, health, health platform, iot internetofthings, machine learning, saas, subscription",20 à 49 salariés,,"Paris, France",,,,,4100000.0
quantpi gmbh,"QuantPi is a CISPA-Helmholtz Center spin-off founded in 2020. It enables organisations to validate AI systems at an unprecedented speed. Through automated risk and performance assessments, the black boxes of AI are made transparent, explainable and compliant with regulations or internal guidelines. The company's AI Trust Platform: - offers a highly-efficient, proprietary and model-agnostic AI testing engine, which enables data scientists and ML engineers to accelerate the validation tests for any AI/ML system, making its behavior transparent. - translates AI requirements, laws or guidelines into a testable framework, which enables the acceleration and operationalization of all AI model/system requirements, regardless of whether the AI was built-in-house or bought. - provides a shared understanding of AI performance through pre-built dashboards to offer business users and ethicists the opportunity to contribute to the improvement of the AI system without slowing down technical teams.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/c8c971a5-9d0d-4e38-9e99-ae49814a991e1,,,,,Non disponible,,,,"fintech, insurance & legal, artificial intelligence, aivalidation, explainability, compliance, riskassessment, deeptech",,https://www.quantpi.com/,SAARBRÜCKEN,,,,,
quarks lab,Solutions to complex security problems,https://storage.googleapis.com/dealroom-images-production/0d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS9lMjAxYmZkZDgxYmIyODUwZTMyNWIyNGEzZDNhMGU3MQ==.png,,,,,Non disponible,,B2B,€20—30m,"public safety, security, subscription",50 à 99 salariés,,"Paris, France",,,,,5300000.0
quatre fevrier,"Quatre février is based on the observation that « no one understands the challenges related to cancer better than someone who is living, or has lived, a similar experience. » It’s an all-in-one app that allows: - connecting people that really understands each other, - decreasing the mental load associated with illness management - building effective communication between patient and caregivers - providing much - needed emotional support",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e0322fef-56a2-4bf5-aac4-6bb87c8552501,,,,,Non disponible,,,,"artificial intelligence, healthcare & wellness, cybersecurity, santé, communauté, support, application",,https://quatrefevrier.com/,CHÂTILLON,,,,,
quelleville,Revolutionized urban planning practices,https://storage.googleapis.com/dealroom-images-production/11/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMy80ZGYwMjA5NmFjMmEyMzU2OWRjNzU0N2I4YzlhNGM2NA==.png,,,,,Non disponible,,,,real estate,1 ou 2 salariés,,"Paris, France",2008-01-01,,,,
questit s.r.l,"For 15 years, QuestIT has specialized in the development of proprietary Artificial Intelligence technologies, mentioned by Gartner between November 2023 and January 2024. Through Algho, a No-Code and GDPR compliant conversational AI platform, it creates advanced Digital Humans capable of humanizing interactions with users thanks to cutting-edge features of omnichannel and multimodal integration. Algho is a No-Code conversational AI platform, through which advanced AI agent are created for their high abilities in understanding and producing natural language and for their humanoid appearance that enables them to establish an empathetic relationship with users. They provide omnichannel and multimodal support across all sectors and are 100% integrable and GDPR compliant. Our key technology of the year is the smart document processing that enable our AI agent to learn directly from all kind of document and, integrated with fine-tuning LLMs, is able to create contextual answers from document",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e66f9444-24e4-46cb-b923-30c0b12bf7a21,,,,,Non disponible,,,,"fintech, insurance & legal, artificial intelligence, govtech & public sector, ia, nocode, conversationalai, omnichannel",,https://www.alghoncloud.com/en,SIENA,,,,,
quickms,"Solution SaaS qui révolutionne le monde du pilotage RH. Vos fichiers DSN vous permettent de générer des indicateurs RH, d’accéder à des tableaux de bord et d’obtenir votre BDES en quelques clics.",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/gros_logo_quick_ms.png,,,,,Non disponible,,,,application,,https://quickms.fr/?utm_source=LesPepitesTech.com,"2 Rue Henri Barbusse, Marseille",,,,,
quickscrum,"Single, common platform for all scrum people to meet, talk about, and understand scrum",https://storage.googleapis.com/dealroom-images-production/47/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMy8zODg1YzkwOWMzYmUyOGUwNmI3MDg2MTE4MTkyNTc0Mw==.png,,,,,Non disponible,,B2C,,jobs recruitment,20 à 49 salariés,,"Clichy, France",2010-01-01,,,,
quickwit,Optimized for search on raw data where QPS remains low but volume is limitless,https://storage.googleapis.com/dealroom-images-production/65/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS8zZmJiZDE1NjJjOWYxMWZiMDRmY2VjOWY3ZTQyNGViOQ==.png,,,,,Non disponible,,B2B,,"big data, commission, enterprise software, saas",3 à 5 salariés,,France,,,,,2400000.0
quidditas therapeutics,Développe une technologie de génome editing qui permet une recombinaison génétique absolue.,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/capture_decran_2022-01-23_161930.png,,,,,Non disponible,,,,genomeediting,,https://www.quidditastherapeutics.com/?utm_source=LesPepitesTech.com,"23 Rue des Bourguignons, Montlhéry",,,,,
